Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Rating
11834-C,B,Austin,Normal,Male,Home & Lifestyle,4554.58,10,2277.29,47823.09,04/22/2025,15:18:23,E-wallet,45545.8,4.76%,9.7
11835-A,C,Chicago,Member,Female,Fashion Accessories,5933.75,1,296.69,6230.44,08/18/2025,19:49:19,E-wallet,5933.75,4.76%,9.3
11836-C,A,New York,Normal,Female,Home & Lifestyle,6823.11,10,3411.56,71642.66,01/02/2025,11:51:27,E-wallet,68231.1,4.76%,6.3
11837-A,C,Chicago,Member,Male,Sports & Travel,3587.55,10,1793.78,37669.28,07/24/2025,19:11:47,Cash,35875.5,4.76%,7.8
11838-B,A,New York,Normal,Female,Fashion Accessories,9272.03,4,1854.41,38942.53,01/29/2025,14:45:41,E-wallet,37088.12,4.76%,4.8
11839-B,C,Chicago,Normal,Male,Food & Beverages,7958.11,5,1989.53,41780.08,05/11/2025,14:15:02,Cash,39790.55,4.76%,7.4
11840-C,C,Chicago,Normal,Male,Electronic Accessories,9935.18,8,3974.07,83455.51,11/22/2025,15:23:59,Credit Card,79481.44,4.76%,6.5
11841-B,C,Chicago,Member,Male,Electronic Accessories,8962.49,3,1344.37,28231.84,11/22/2025,16:07:18,Cash,26887.47,4.76%,4.4
11842-B,C,Chicago,Member,Male,Home & Lifestyle,9299.45,5,2324.86,48822.11,08/17/2025,20:08:01,Cash,46497.25,4.76%,6.4
11843-B,A,New York,Normal,Male,Home & Lifestyle,5425.0,1,271.25,5696.25,05/21/2025,9:52:24,Credit Card,5425.0,4.76%,9.5
11844-B,B,Austin,Member,Female,Home & Lifestyle,3043.57,1,152.18,3195.75,10/03/2025,20:26:02,E-wallet,3043.57,4.76%,5.7
11845-C,C,Chicago,Normal,Female,Food & Beverages,1642.13,7,574.75,12069.66,09/28/2025,15:31:42,E-wallet,11494.91,4.76%,6.3
11846-B,B,Austin,Member,Female,Health & Beauty,5306.87,7,1857.4,39005.49,10/06/2025,18:20:01,Credit Card,37148.09,4.76%,7.7
11847-B,B,Austin,Normal,Male,Electronic Accessories,3055.11,5,763.78,16039.33,04/28/2025,14:06:09,Cash,15275.55,4.76%,4.4
11848-A,C,Chicago,Normal,Male,Home & Lifestyle,7253.09,8,2901.24,60925.96,10/06/2025,15:35:52,Credit Card,58024.72,4.76%,8.9
11849-B,B,Austin,Member,Male,Health & Beauty,8871.77,2,887.18,18630.72,07/10/2025,9:19:14,E-wallet,17743.54,4.76%,9.8
11850-C,C,Chicago,Member,Male,Home & Lifestyle,6783.28,1,339.16,7122.44,10/29/2025,20:58:21,E-wallet,6783.28,4.76%,4.9
11851-C,C,Chicago,Normal,Male,Sports & Travel,5244.76,9,2360.14,49562.98,05/14/2025,10:15:38,E-wallet,47202.84,4.76%,4.3
11852-A,B,Austin,Normal,Male,Sports & Travel,7876.73,1,393.84,8270.57,04/15/2025,13:43:46,Credit Card,7876.73,4.76%,8.8
11853-B,C,Chicago,Member,Male,Sports & Travel,9623.18,7,3368.11,70730.37,10/27/2025,12:02:03,Credit Card,67362.26,4.76%,7.4
11854-C,B,Austin,Member,Male,Home & Lifestyle,2498.11,3,374.72,7869.05,03/09/2025,17:32:37,E-wallet,7494.33,4.76%,6.5
11855-A,C,Chicago,Member,Female,Food & Beverages,1717.13,2,171.71,3605.97,04/10/2025,9:23:52,Credit Card,3434.26,4.76%,8.5
11856-C,B,Austin,Normal,Male,Sports & Travel,4032.11,5,1008.03,21168.58,06/15/2025,12:00:46,Cash,20160.55,4.76%,4.3
11857-A,A,New York,Member,Male,Home & Lifestyle,3782.91,10,1891.46,39720.56,08/16/2025,11:58:42,Cash,37829.1,4.76%,5.3
11858-A,A,New York,Member,Female,Electronic Accessories,2182.38,3,327.36,6874.5,04/17/2025,11:41:25,E-wallet,6547.14,4.76%,7.5
11859-A,B,Austin,Normal,Female,Electronic Accessories,6983.36,1,349.17,7332.53,04/25/2025,12:56:28,Credit Card,6983.36,4.76%,7.6
11860-B,B,Austin,Member,Female,Health & Beauty,6964.82,7,2437.69,51191.43,06/15/2025,18:41:49,Cash,48753.74,4.76%,9.6
11861-C,A,New York,Member,Female,Electronic Accessories,7007.79,2,700.78,14716.36,01/23/2025,18:48:01,Credit Card,14015.58,4.76%,9.7
11862-A,C,Chicago,Normal,Male,Food & Beverages,4975.69,7,1741.49,36571.32,04/14/2025,19:15:39,Credit Card,34829.83,4.76%,7.5
11863-B,B,Austin,Normal,Female,Fashion Accessories,5540.83,4,1108.17,23271.49,04/12/2025,16:44:20,Credit Card,22163.32,4.76%,4.9
11864-C,A,New York,Member,Female,Food & Beverages,3166.07,3,474.91,9973.12,04/10/2025,14:20:53,E-wallet,9498.21,4.76%,6.0
11865-C,C,Chicago,Normal,Female,Food & Beverages,8590.05,2,859.0,18039.1,07/31/2025,15:36:02,Cash,17180.1,4.76%,7.7
11866-A,C,Chicago,Normal,Male,Food & Beverages,5079.93,3,761.99,16001.78,05/20/2025,13:33:03,Cash,15239.79,4.76%,8.4
11867-B,B,Austin,Member,Male,Health & Beauty,4302.48,4,860.5,18070.42,10/30/2025,15:25:52,E-wallet,17209.92,4.76%,4.3
11868-A,C,Chicago,Normal,Female,Fashion Accessories,2280.86,7,798.3,16764.32,02/20/2025,19:49:41,Credit Card,15966.02,4.76%,4.2
11869-C,A,New York,Member,Male,Home & Lifestyle,9875.51,7,3456.43,72585.0,05/04/2025,12:44:54,Credit Card,69128.57,4.76%,6.2
11870-C,C,Chicago,Normal,Male,Health & Beauty,5596.42,3,839.46,17628.72,04/20/2025,16:53:06,Credit Card,16789.26,4.76%,6.4
11871-C,B,Austin,Normal,Female,Home & Lifestyle,6065.33,2,606.53,12737.19,06/11/2025,20:45:07,Credit Card,12130.66,4.76%,5.1
11872-B,A,New York,Normal,Female,Fashion Accessories,8240.79,3,1236.12,25958.49,10/28/2025,12:00:01,Credit Card,24722.37,4.76%,9.1
11873-C,B,Austin,Member,Female,Home & Lifestyle,1945.87,2,194.59,4086.33,09/13/2025,9:33:52,Cash,3891.74,4.76%,5.2
11874-A,B,Austin,Member,Male,Sports & Travel,7478.37,6,2243.51,47113.73,11/20/2025,19:20:21,E-wallet,44870.22,4.76%,9.8
11875-C,B,Austin,Member,Male,Fashion Accessories,3577.66,4,715.53,15026.17,04/26/2025,14:05:26,Cash,14310.64,4.76%,9.2
11876-C,A,New York,Normal,Female,Fashion Accessories,3745.7,10,1872.85,39329.85,07/28/2025,9:52:10,Credit Card,37457.0,4.76%,4.6
11877-C,A,New York,Normal,Female,Food & Beverages,6961.5,1,348.08,7309.58,06/03/2025,20:51:13,E-wallet,6961.5,4.76%,5.8
11878-A,C,Chicago,Normal,Female,Health & Beauty,5975.77,4,1195.15,25098.23,04/01/2025,12:02:27,Cash,23903.08,4.76%,6.8
11879-C,A,New York,Member,Female,Fashion Accessories,4886.01,9,2198.7,46172.79,10/24/2025,16:05:40,Credit Card,43974.09,4.76%,8.4
11880-A,C,Chicago,Member,Male,Health & Beauty,3396.01,1,169.8,3565.81,03/06/2025,12:18:26,Credit Card,3396.01,4.76%,5.2
11881-C,A,New York,Normal,Female,Home & Lifestyle,4709.69,3,706.45,14835.52,03/09/2025,17:58:01,E-wallet,14129.07,4.76%,9.4
11882-B,B,Austin,Normal,Female,Fashion Accessories,7911.94,3,1186.79,24922.61,01/04/2025,15:09:05,Credit Card,23735.82,4.76%,7.9
11883-A,B,Austin,Member,Female,Health & Beauty,2487.54,9,1119.39,23507.25,10/27/2025,20:58:49,E-wallet,22387.86,4.76%,8.9
11884-A,C,Chicago,Normal,Male,Food & Beverages,9437.87,2,943.79,19819.53,03/16/2025,12:41:24,Credit Card,18875.74,4.76%,4.4
11885-C,A,New York,Normal,Male,Fashion Accessories,4724.02,1,236.2,4960.22,11/16/2025,19:11:50,Cash,4724.02,4.76%,8.5
11886-C,A,New York,Member,Male,Health & Beauty,5360.23,2,536.02,11256.48,11/06/2025,11:18:03,Credit Card,10720.46,4.76%,9.1
11887-B,B,Austin,Member,Male,Food & Beverages,9775.28,2,977.53,20528.09,03/30/2025,15:38:45,Credit Card,19550.56,4.76%,9.1
11888-C,A,New York,Normal,Male,Fashion Accessories,3227.43,8,1290.97,27110.41,07/11/2025,15:41:11,Credit Card,25819.44,4.76%,8.1
11889-A,A,New York,Member,Male,Electronic Accessories,5090.74,7,1781.76,37416.94,10/24/2025,19:07:00,E-wallet,35635.18,4.76%,6.5
11890-C,C,Chicago,Member,Female,Sports & Travel,5315.01,1,265.75,5580.76,10/28/2025,15:59:19,E-wallet,5315.01,4.76%,9.8
11891-C,C,Chicago,Member,Female,Fashion Accessories,9553.89,1,477.69,10031.58,09/24/2025,14:59:22,Cash,9553.89,4.76%,6.8
11892-C,B,Austin,Member,Female,Sports & Travel,8304.78,8,3321.91,69760.15,08/22/2025,16:19:24,Credit Card,66438.24,4.76%,6.7
11893-B,B,Austin,Member,Male,Home & Lifestyle,5432.81,7,1901.48,39931.15,04/18/2025,11:55:35,Credit Card,38029.67,4.76%,4.4
11894-A,A,New York,Normal,Male,Sports & Travel,8058.88,9,3626.5,76156.42,02/25/2025,9:52:40,E-wallet,72529.92,4.76%,8.9
11895-C,C,Chicago,Normal,Female,Health & Beauty,5277.23,10,2638.62,55410.92,07/12/2025,13:51:54,Credit Card,52772.3,4.76%,5.2
11896-B,B,Austin,Normal,Male,Home & Lifestyle,3045.52,8,1218.21,25582.37,08/09/2025,11:22:04,Cash,24364.16,4.76%,5.1
11897-A,B,Austin,Normal,Female,Fashion Accessories,7265.97,3,1089.9,22887.81,04/29/2025,9:22:48,Credit Card,21797.91,4.76%,4.9
11898-A,B,Austin,Normal,Female,Food & Beverages,3138.89,6,941.67,19775.01,03/26/2025,19:13:03,E-wallet,18833.34,4.76%,9.3
11899-C,A,New York,Member,Female,Electronic Accessories,8342.6,7,2919.91,61318.11,08/06/2025,19:31:05,Credit Card,58398.2,4.76%,4.5
11900-B,C,Chicago,Normal,Female,Fashion Accessories,8614.9,4,1722.98,36182.58,08/20/2025,12:39:15,E-wallet,34459.6,4.76%,7.8
11901-B,B,Austin,Normal,Female,Food & Beverages,8209.29,5,2052.32,43098.77,07/12/2025,20:27:17,Credit Card,41046.45,4.76%,9.7
11902-C,B,Austin,Member,Male,Electronic Accessories,9616.95,1,480.85,10097.8,11/09/2025,14:50:43,Cash,9616.95,4.76%,5.6
11903-A,C,Chicago,Member,Male,Health & Beauty,5214.33,4,1042.87,21900.19,06/21/2025,13:34:44,E-wallet,20857.32,4.76%,4.5
11904-B,A,New York,Normal,Male,Electronic Accessories,2672.04,8,1068.82,22445.14,08/25/2025,19:01:26,E-wallet,21376.32,4.76%,8.0
11905-C,A,New York,Member,Male,Electronic Accessories,2168.2,1,108.41,2276.61,08/21/2025,11:11:13,Cash,2168.2,4.76%,6.0
11906-C,C,Chicago,Normal,Male,Health & Beauty,4971.16,1,248.56,5219.72,04/12/2025,15:54:42,E-wallet,4971.16,4.76%,8.5
11907-B,B,Austin,Member,Male,Fashion Accessories,4674.04,4,934.81,19630.97,04/01/2025,18:23:28,E-wallet,18696.16,4.76%,8.2
11908-A,B,Austin,Normal,Male,Electronic Accessories,7327.97,10,3663.98,76943.68,08/14/2025,14:13:57,Credit Card,73279.7,4.76%,6.5
11909-B,C,Chicago,Normal,Male,Home & Lifestyle,4034.8,4,806.96,16946.16,06/04/2025,14:24:04,Credit Card,16139.2,4.76%,5.2
11910-A,B,Austin,Member,Female,Health & Beauty,5950.54,9,2677.74,56232.6,03/02/2025,15:10:07,Cash,53554.86,4.76%,7.1
11911-B,C,Chicago,Member,Female,Fashion Accessories,7828.46,8,3131.38,65759.06,01/11/2025,17:12:26,Cash,62627.68,4.76%,4.5
11912-A,B,Austin,Normal,Female,Food & Beverages,6456.99,3,968.55,20339.52,08/29/2025,11:20:26,Credit Card,19370.97,4.76%,6.4
11913-A,B,Austin,Normal,Female,Health & Beauty,5893.54,9,2652.09,55693.95,01/11/2025,19:23:35,Cash,53041.86,4.76%,6.5
11914-A,B,Austin,Member,Female,Home & Lifestyle,1912.96,4,382.59,8034.43,10/16/2025,13:47:43,E-wallet,7651.84,4.76%,5.0
11915-B,C,Chicago,Normal,Male,Home & Lifestyle,2899.38,7,1014.78,21310.44,04/29/2025,18:28:42,E-wallet,20295.66,4.76%,8.5
11916-B,A,New York,Member,Male,Sports & Travel,7103.33,6,2131.0,44750.98,11/27/2025,12:39:05,Credit Card,42619.98,4.76%,8.7
11917-C,A,New York,Member,Female,Health & Beauty,5795.64,4,1159.13,24341.69,11/25/2025,15:00:39,E-wallet,23182.56,4.76%,8.0
11918-B,A,New York,Normal,Female,Home & Lifestyle,7945.94,2,794.59,16686.47,01/23/2025,18:02:22,Cash,15891.88,4.76%,5.9
11919-C,A,New York,Member,Female,Fashion Accessories,3647.77,9,1641.5,34471.43,05/29/2025,10:54:13,E-wallet,32829.93,4.76%,6.8
11920-B,A,New York,Member,Female,Food & Beverages,4317.17,6,1295.15,27198.17,02/06/2025,9:13:23,Cash,25903.02,4.76%,7.7
11921-A,A,New York,Normal,Female,Health & Beauty,8546.94,3,1282.04,26922.86,02/04/2025,20:51:33,E-wallet,25640.82,4.76%,4.1
11922-B,C,Chicago,Normal,Male,Home & Lifestyle,2327.29,5,581.82,12218.27,10/01/2025,14:25:08,Credit Card,11636.45,4.76%,5.2
11923-C,B,Austin,Member,Male,Fashion Accessories,2598.35,3,389.75,8184.8,03/15/2025,13:52:36,E-wallet,7795.05,4.76%,5.2
11924-A,B,Austin,Normal,Female,Electronic Accessories,2124.66,3,318.7,6692.68,07/23/2025,9:38:27,Cash,6373.98,4.76%,8.3
11925-B,B,Austin,Member,Male,Sports & Travel,6318.17,4,1263.63,26536.31,08/09/2025,15:02:11,E-wallet,25272.68,4.76%,6.5
11926-B,C,Chicago,Member,Female,Fashion Accessories,3954.97,8,1581.99,33221.75,04/10/2025,13:43:32,E-wallet,31639.76,4.76%,8.7
11927-A,A,New York,Normal,Male,Fashion Accessories,1967.14,4,393.43,8261.99,06/07/2025,20:40:04,Credit Card,7868.56,4.76%,4.0
11928-A,A,New York,Normal,Male,Electronic Accessories,4969.74,6,1490.92,31309.36,04/06/2025,11:59:46,E-wallet,29818.44,4.76%,9.9
11929-A,B,Austin,Member,Female,Home & Lifestyle,1730.19,3,259.53,5450.1,09/21/2025,10:02:02,E-wallet,5190.57,4.76%,8.3
11930-C,C,Chicago,Member,Male,Fashion Accessories,2699.69,8,1079.88,22677.4,07/17/2025,13:06:05,Cash,21597.52,4.76%,8.8
11931-C,C,Chicago,Normal,Male,Electronic Accessories,2806.33,3,420.95,8839.94,10/06/2025,15:45:45,Cash,8418.99,4.76%,7.9
11932-C,C,Chicago,Normal,Male,Sports & Travel,3737.2,8,1494.88,31392.48,08/12/2025,20:12:08,Cash,29897.6,4.76%,6.8
11933-A,C,Chicago,Normal,Female,Home & Lifestyle,2590.43,7,906.65,19039.66,10/20/2025,14:38:18,Cash,18133.01,4.76%,9.2
11934-B,A,New York,Member,Female,Food & Beverages,7984.72,9,3593.12,75455.6,02/17/2025,11:54:25,E-wallet,71862.48,4.76%,6.5
11935-A,C,Chicago,Member,Male,Electronic Accessories,1026.13,1,51.31,1077.44,10/29/2025,17:33:13,Cash,1026.13,4.76%,8.7
11936-B,B,Austin,Normal,Male,Home & Lifestyle,4451.46,10,2225.73,46740.33,09/05/2025,17:32:02,E-wallet,44514.6,4.76%,10.0
11937-A,A,New York,Member,Female,Health & Beauty,6989.33,3,1048.4,22016.39,05/12/2025,15:27:45,E-wallet,20967.99,4.76%,7.3
11938-C,B,Austin,Normal,Female,Electronic Accessories,5493.36,5,1373.34,28840.14,08/15/2025,15:50:39,Cash,27466.8,4.76%,9.2
11939-C,C,Chicago,Normal,Male,Home & Lifestyle,4403.53,3,660.53,13871.12,07/18/2025,11:53:55,Cash,13210.59,4.76%,7.0
11940-B,B,Austin,Member,Female,Electronic Accessories,5026.08,1,251.3,5277.38,11/02/2025,11:28:25,Cash,5026.08,4.76%,5.3
11941-C,B,Austin,Member,Male,Electronic Accessories,4018.59,9,1808.37,37975.68,11/18/2025,17:31:31,E-wallet,36167.31,4.76%,7.5
11942-B,B,Austin,Member,Female,Sports & Travel,8514.98,7,2980.24,62585.1,05/16/2025,15:08:42,E-wallet,59604.86,4.76%,6.2
11943-A,C,Chicago,Member,Female,Health & Beauty,7199.24,10,3599.62,75592.02,03/15/2025,17:45:18,E-wallet,71992.4,4.76%,8.7
11944-C,C,Chicago,Normal,Female,Health & Beauty,7517.71,6,2255.31,47361.57,05/27/2025,17:27:55,Credit Card,45106.26,4.76%,4.2
11945-A,A,New York,Member,Male,Home & Lifestyle,7758.25,4,1551.65,32584.65,08/03/2025,20:16:40,Cash,31033.0,4.76%,6.5
11946-C,C,Chicago,Member,Male,Electronic Accessories,1870.11,7,654.54,13745.31,08/06/2025,12:29:21,Cash,13090.77,4.76%,6.1
11947-B,B,Austin,Member,Female,Sports & Travel,2160.81,7,756.28,15881.95,01/02/2025,9:21:36,E-wallet,15125.67,4.76%,8.3
11948-C,A,New York,Member,Female,Fashion Accessories,6017.17,1,300.86,6318.03,08/05/2025,12:51:36,Cash,6017.17,4.76%,4.7
11949-C,A,New York,Member,Male,Fashion Accessories,6643.71,4,1328.74,27903.58,03/29/2025,12:25:13,Cash,26574.84,4.76%,6.9
11950-B,C,Chicago,Member,Female,Home & Lifestyle,2593.99,7,907.9,19065.83,09/20/2025,10:13:16,Cash,18157.93,4.76%,7.9
11951-C,B,Austin,Normal,Female,Sports & Travel,9693.07,5,2423.27,50888.62,02/07/2025,15:44:50,E-wallet,48465.35,4.76%,9.9
11952-B,C,Chicago,Normal,Female,Electronic Accessories,3003.62,5,750.91,15769.01,01/29/2025,16:01:21,E-wallet,15018.1,4.76%,5.1
11953-C,B,Austin,Member,Male,Home & Lifestyle,9193.77,5,2298.44,48267.29,07/20/2025,11:34:17,Credit Card,45968.85,4.76%,7.9
11954-C,C,Chicago,Member,Male,Health & Beauty,2696.09,8,1078.44,22647.16,05/27/2025,9:40:54,Credit Card,21568.72,4.76%,9.9
11955-B,A,New York,Member,Female,Fashion Accessories,3102.09,8,1240.84,26057.56,04/12/2025,10:40:30,Cash,24816.72,4.76%,6.1
11956-A,B,Austin,Normal,Female,Fashion Accessories,3852.55,3,577.88,12135.53,11/04/2025,18:53:48,Credit Card,11557.65,4.76%,4.9
11957-A,B,Austin,Normal,Male,Fashion Accessories,2707.02,9,1218.16,25581.34,09/22/2025,18:28:27,Credit Card,24363.18,4.76%,7.2
11958-C,A,New York,Member,Female,Sports & Travel,9653.38,9,4344.02,91224.44,09/04/2025,11:58:52,Cash,86880.42,4.76%,4.1
11959-B,C,Chicago,Normal,Male,Electronic Accessories,5620.03,7,1967.01,41307.22,08/26/2025,12:14:27,E-wallet,39340.21,4.76%,7.8
11960-A,A,New York,Normal,Female,Home & Lifestyle,8382.42,4,1676.48,35206.16,04/22/2025,18:51:08,E-wallet,33529.68,4.76%,8.7
11961-B,B,Austin,Normal,Male,Electronic Accessories,3598.96,8,1439.58,30231.26,03/09/2025,10:41:45,Credit Card,28791.68,4.76%,6.8
11962-B,C,Chicago,Normal,Female,Fashion Accessories,2583.2,6,774.96,16274.16,11/13/2025,10:24:10,Cash,15499.2,4.76%,6.7
11963-C,C,Chicago,Member,Female,Electronic Accessories,1678.0,5,419.5,8809.5,10/17/2025,14:43:25,Cash,8390.0,4.76%,6.2
11964-B,A,New York,Normal,Male,Sports & Travel,4849.35,3,727.4,15275.45,09/02/2025,13:21:10,E-wallet,14548.05,4.76%,9.5
11965-B,B,Austin,Member,Female,Fashion Accessories,9167.11,4,1833.42,38501.86,11/10/2025,15:38:54,Cash,36668.44,4.76%,8.5
11966-A,C,Chicago,Normal,Male,Home & Lifestyle,9065.45,7,3172.91,66631.06,04/28/2025,20:42:07,Credit Card,63458.15,4.76%,4.5
11967-A,C,Chicago,Normal,Female,Fashion Accessories,8816.93,5,2204.23,46288.88,10/07/2025,12:21:17,E-wallet,44084.65,4.76%,6.7
11968-C,B,Austin,Member,Male,Food & Beverages,4502.24,3,675.34,14182.06,08/29/2025,18:42:39,E-wallet,13506.72,4.76%,8.5
11969-B,A,New York,Member,Female,Food & Beverages,4063.67,5,1015.92,21334.27,11/05/2025,20:48:32,Cash,20318.35,4.76%,7.8
11970-B,B,Austin,Member,Male,Food & Beverages,4325.02,9,1946.26,40871.44,04/10/2025,13:44:36,E-wallet,38925.18,4.76%,5.1
11971-C,C,Chicago,Member,Female,Health & Beauty,1191.65,4,238.33,5004.93,10/30/2025,19:34:35,Cash,4766.6,4.76%,8.8
11972-A,B,Austin,Member,Female,Fashion Accessories,8813.89,8,3525.56,74036.68,04/13/2025,14:58:48,Credit Card,70511.12,4.76%,5.5
11973-B,A,New York,Normal,Female,Health & Beauty,6006.38,4,1201.28,25226.8,03/06/2025,15:13:42,E-wallet,24025.52,4.76%,7.9
11974-A,C,Chicago,Member,Male,Electronic Accessories,6481.8,3,972.27,20417.67,10/03/2025,11:55:10,Credit Card,19445.4,4.76%,7.2
11975-A,B,Austin,Member,Male,Electronic Accessories,5782.4,1,289.12,6071.52,01/20/2025,12:01:38,E-wallet,5782.4,4.76%,6.5
11976-B,A,New York,Normal,Female,Food & Beverages,1900.72,6,570.22,11974.54,01/03/2025,16:05:37,Credit Card,11404.32,4.76%,5.1
11977-B,B,Austin,Normal,Male,Home & Lifestyle,4401.73,7,1540.61,32352.72,07/29/2025,13:11:17,E-wallet,30812.11,4.76%,4.9
11978-A,B,Austin,Normal,Male,Fashion Accessories,4036.36,8,1614.54,33905.42,01/23/2025,19:08:00,Cash,32290.88,4.76%,7.5
11979-C,B,Austin,Normal,Female,Electronic Accessories,4638.09,7,1623.33,34089.96,03/20/2025,20:11:57,Credit Card,32466.63,4.76%,7.4
11980-C,A,New York,Normal,Female,Food & Beverages,4050.6,3,607.59,12759.39,05/31/2025,10:40:26,E-wallet,12151.8,4.76%,4.5
11981-A,C,Chicago,Member,Female,Home & Lifestyle,9264.68,7,3242.64,68095.4,06/10/2025,13:44:45,E-wallet,64852.76,4.76%,7.5
11982-A,A,New York,Normal,Female,Sports & Travel,8535.26,5,2133.82,44810.12,09/26/2025,11:05:15,E-wallet,42676.3,4.76%,9.5
11983-C,B,Austin,Member,Male,Health & Beauty,1412.85,5,353.21,7417.46,05/18/2025,19:07:32,E-wallet,7064.25,4.76%,9.6
11984-C,C,Chicago,Normal,Male,Sports & Travel,1131.51,1,56.58,1188.09,09/08/2025,15:32:04,Cash,1131.51,4.76%,9.2
11985-A,C,Chicago,Member,Female,Fashion Accessories,4109.29,9,1849.18,38832.79,11/03/2025,12:47:32,Credit Card,36983.61,4.76%,5.2
11986-C,A,New York,Normal,Male,Health & Beauty,6098.59,4,1219.72,25614.08,10/01/2025,16:57:19,E-wallet,24394.36,4.76%,9.7
11987-C,A,New York,Member,Female,Sports & Travel,2169.56,1,108.48,2278.04,06/29/2025,11:26:33,Cash,2169.56,4.76%,6.4
11988-B,A,New York,Normal,Male,Fashion Accessories,8155.2,7,2854.32,59940.72,07/03/2025,19:28:23,Credit Card,57086.4,4.76%,4.4
11989-A,B,Austin,Normal,Male,Home & Lifestyle,9908.61,9,4458.87,93636.36,01/04/2025,15:35:13,Credit Card,89177.49,4.76%,9.5
11990-C,A,New York,Member,Male,Electronic Accessories,7472.19,6,2241.66,47074.8,07/03/2025,20:21:57,Cash,44833.14,4.76%,5.4
11991-B,B,Austin,Member,Male,Home & Lifestyle,5681.3,3,852.2,17896.1,04/27/2025,18:09:09,Cash,17043.9,4.76%,4.9
11992-A,B,Austin,Normal,Female,Sports & Travel,5516.02,5,1379.0,28959.1,09/23/2025,19:15:25,Cash,27580.1,4.76%,4.9
11993-B,A,New York,Normal,Female,Sports & Travel,4346.89,4,869.38,18256.94,08/27/2025,19:21:59,Cash,17387.56,4.76%,4.5
11994-C,A,New York,Member,Female,Food & Beverages,8528.34,2,852.83,17909.51,04/13/2025,19:39:33,Credit Card,17056.68,4.76%,7.2
11995-A,A,New York,Member,Female,Sports & Travel,2980.94,8,1192.38,25039.9,09/09/2025,11:14:30,Credit Card,23847.52,4.76%,6.3
11996-C,B,Austin,Member,Male,Electronic Accessories,6392.41,4,1278.48,26848.12,03/10/2025,15:39:58,Cash,25569.64,4.76%,8.6
11997-B,B,Austin,Member,Female,Food & Beverages,3222.99,3,483.45,10152.42,02/08/2025,10:23:26,E-wallet,9668.97,4.76%,4.3
11998-A,B,Austin,Normal,Female,Sports & Travel,9763.55,6,2929.07,61510.37,07/15/2025,15:11:04,Credit Card,58581.3,4.76%,5.9
11999-B,C,Chicago,Member,Female,Home & Lifestyle,2279.33,7,797.77,16753.08,05/18/2025,10:12:08,Cash,15955.31,4.76%,5.4
12000-A,C,Chicago,Normal,Male,Sports & Travel,5396.65,4,1079.33,22665.93,06/20/2025,17:54:23,Credit Card,21586.6,4.76%,6.0
12001-A,A,New York,Normal,Female,Sports & Travel,2947.01,2,294.7,6188.72,07/09/2025,10:30:51,Cash,5894.02,4.76%,9.6
12002-B,B,Austin,Normal,Male,Fashion Accessories,4338.46,1,216.92,4555.38,08/19/2025,10:12:03,Cash,4338.46,4.76%,5.8
12003-A,C,Chicago,Normal,Female,Fashion Accessories,6234.82,4,1246.96,26186.24,09/06/2025,13:47:16,Credit Card,24939.28,4.76%,5.7
12004-A,C,Chicago,Normal,Female,Sports & Travel,8744.95,4,1748.99,36728.79,04/28/2025,15:38:53,E-wallet,34979.8,4.76%,4.8
12005-C,A,New York,Normal,Male,Health & Beauty,1572.43,9,707.59,14859.46,01/12/2025,14:32:53,E-wallet,14151.87,4.76%,4.1
12006-B,B,Austin,Normal,Female,Electronic Accessories,8415.13,10,4207.57,88358.87,05/02/2025,15:59:05,Credit Card,84151.3,4.76%,9.1
12007-B,A,New York,Member,Female,Sports & Travel,1963.01,10,981.5,20611.6,03/19/2025,13:22:03,Credit Card,19630.1,4.76%,6.1
12008-C,A,New York,Member,Male,Food & Beverages,5047.83,4,1009.57,21200.89,04/26/2025,16:37:24,Cash,20191.32,4.76%,6.0
12009-C,A,New York,Member,Male,Food & Beverages,4575.23,5,1143.81,24019.96,03/06/2025,17:16:13,Credit Card,22876.15,4.76%,5.1
12010-C,B,Austin,Member,Male,Fashion Accessories,7672.74,6,2301.82,48338.26,01/28/2025,11:11:15,Cash,46036.44,4.76%,5.9
12011-A,B,Austin,Member,Female,Food & Beverages,3417.03,6,1025.11,21527.29,02/21/2025,16:25:07,Credit Card,20502.18,4.76%,8.3
12012-A,A,New York,Member,Female,Health & Beauty,4351.78,8,1740.71,36554.95,04/29/2025,14:33:57,Cash,34814.24,4.76%,5.3
12013-B,C,Chicago,Normal,Male,Health & Beauty,1915.96,8,766.38,16094.06,03/13/2025,12:15:32,E-wallet,15327.68,4.76%,8.8
12014-B,A,New York,Normal,Female,Food & Beverages,4832.53,2,483.25,10148.31,04/28/2025,19:41:52,E-wallet,9665.06,4.76%,8.0
12015-C,A,New York,Normal,Female,Food & Beverages,2438.56,6,731.57,15362.93,01/23/2025,15:59:23,E-wallet,14631.36,4.76%,4.8
12016-C,A,New York,Member,Male,Home & Lifestyle,3238.66,9,1457.4,30605.34,03/31/2025,20:18:01,Credit Card,29147.94,4.76%,5.0
12017-A,B,Austin,Member,Female,Health & Beauty,5220.85,3,783.13,16445.68,07/20/2025,11:15:16,Credit Card,15662.55,4.76%,4.3
12018-A,B,Austin,Member,Male,Food & Beverages,1531.2,6,459.36,9646.56,11/15/2025,9:48:02,E-wallet,9187.2,4.76%,5.7
